10	1	2e-05	1
12	1	2e-05	0.99998
13	1	2e-05	0.99996
14	2	4e-05	0.99994
15	5	0.0001	0.9999
16	5	0.0001	0.9998
17	6	0.00012	0.9997
18	17	0.00034	0.99958
19	15	0.0003	0.99924
20	37	0.00074	0.99894
21	25	0.0005	0.9982
22	48	0.00096	0.9977
23	62	0.00124	0.99674
24	85	0.0017	0.9955
25	105	0.0021	0.9938
26	110	0.0022	0.9917
27	135	0.0027	0.9895
28	151	0.00302	0.9868
29	183	0.00366	0.98378
30	232	0.00464	0.98012
31	250	0.005	0.97548
32	296	0.00592	0.97048
33	326	0.00652	0.96456
34	380	0.0076	0.95804
35	382	0.00764	0.95044
36	427	0.00854	0.9428
37	469	0.00938	0.93426
38	489	0.00978	0.92488
39	563	0.01126	0.9151
40	606	0.01212	0.90384
41	576	0.01152	0.89172
42	634	0.01268	0.8802
43	677	0.01354	0.86752
44	646	0.01292	0.85398
45	753	0.01506	0.84106
46	757	0.01514	0.826
47	703	0.01406	0.81086
48	782	0.01564	0.7968
49	762	0.01524	0.78116
50	765	0.0153	0.76592
51	775	0.0155	0.75062
52	744	0.01488	0.73512
53	761	0.01522	0.72024
54	761	0.01522	0.70502
55	763	0.01526	0.6898
56	770	0.0154	0.67454
57	785	0.0157	0.65914
58	763	0.01526	0.64344
59	821	0.01642	0.62818
60	791	0.01582	0.61176
61	773	0.01546	0.59594
62	773	0.01546	0.58048
63	782	0.01564	0.56502
64	717	0.01434	0.54938
65	760	0.0152	0.53504
66	764	0.01528	0.51984
67	714	0.01428	0.50456
68	734	0.01468	0.49028
69	650	0.013	0.4756
70	681	0.01362	0.4626
71	647	0.01294	0.44898
72	681	0.01362	0.43604
73	677	0.01354	0.42242
74	591	0.01182	0.40888
75	608	0.01216	0.39706
76	591	0.01182	0.3849
77	537	0.01074	0.37308
78	579	0.01158	0.36234
79	551	0.01102	0.35076
80	536	0.01072	0.33974
81	519	0.01038	0.32902
82	528	0.01056	0.31864
83	513	0.01026	0.30808
84	464	0.00928	0.29782
85	474	0.00948	0.28854
86	483	0.00966	0.27906
87	450	0.009	0.2694
88	409	0.00818	0.2604
89	398	0.00796	0.25222
90	376	0.00752	0.24426
91	366	0.00732	0.23674
92	377	0.00754	0.22942
93	346	0.00692	0.22188
94	358	0.00716	0.21496
95	344	0.00688	0.2078
96	321	0.00642	0.20092
97	322	0.00644	0.1945
98	333	0.00666	0.18806
99	293	0.00586	0.1814
100	295	0.0059	0.17554
101	247	0.00494	0.16964
102	280	0.0056	0.1647
103	273	0.00546	0.1591
104	237	0.00474	0.15364
105	265	0.0053	0.1489
106	246	0.00492	0.1436
107	248	0.00496	0.13868
108	218	0.00436	0.13372
109	210	0.0042	0.12936
110	220	0.0044	0.12516
111	210	0.0042	0.12076
112	224	0.00448	0.11656
113	204	0.00408	0.11208
114	188	0.00376	0.108
115	150	0.003	0.10424
116	166	0.00332	0.10124
117	174	0.00348	0.09792
118	140	0.0028	0.09444
119	164	0.00328	0.09164
120	162	0.00324	0.08836
121	139	0.00278	0.08512
122	150	0.003	0.08234
123	153	0.00306	0.07934
124	137	0.00274	0.07628
125	106	0.00212	0.07354
126	134	0.00268	0.07142
127	103	0.00206	0.06874
128	119	0.00238	0.06668
129	104	0.00208	0.0643
130	96	0.00192	0.06222
131	96	0.00192	0.0603
132	92	0.00184	0.05838
