520	2	4e-05	1
12	1	2e-05	0.99996
527	1	2e-05	0.99994
16	3	6e-05	0.99992
17	1	2e-05	0.99986
18	3	6e-05	0.99984
19	1	2e-05	0.99978
20	3	6e-05	0.99976
21	2	4e-05	0.9997
24	15	0.0003	0.99966
25	1	2e-05	0.99936
26	1	2e-05	0.99934
27	18	0.00036	0.99932
28	32	0.00064	0.99896
30	6	0.00012	0.99832
31	6	0.00012	0.9982
32	35	0.0007	0.99808
33	7	0.00014	0.99738
34	21	0.00042	0.99724
35	2	4e-05	0.99682
36	33	0.00066	0.99678
37	3	6e-05	0.99612
39	17	0.00034	0.99606
41	56	0.00112	0.99572
42	47	0.00094	0.9946
44	45	0.0009	0.99366
45	103	0.00206	0.99276
46	24	0.00048	0.9907
47	1	2e-05	0.99022
48	33	0.00066	0.9902
49	44	0.00088	0.98954
50	1	2e-05	0.98866
51	17	0.00034	0.98864
52	79	0.00158	0.9883
53	100	0.002	0.98672
54	42	0.00084	0.98472
55	301	0.00602	0.98388
56	216	0.00432	0.97786
57	63	0.00126	0.97354
58	84	0.00168	0.97228
59	240	0.0048	0.9706
61	210	0.0042	0.9658
62	43	0.00086	0.9616
63	367	0.00734	0.96074
64	81	0.00162	0.9534
65	186	0.00372	0.95178
66	183	0.00366	0.94806
67	1047	0.02094	0.9444
68	527	0.01054	0.92346
69	219	0.00438	0.91292
70	109	0.00218	0.90854
72	234	0.00468	0.90636
73	265	0.0053	0.90168
74	396	0.00792	0.89638
76	1	2e-05	0.88846
77	54	0.00108	0.88844
78	237	0.00474	0.88736
80	593	0.01186	0.88262
81	27	0.00054	0.87076
82	11	0.00022	0.87022
83	34	0.00068	0.87
84	19	0.00038	0.86932
85	1	2e-05	0.86894
86	771	0.01542	0.86892
87	305	0.0061	0.8535
88	386	0.00772	0.8474
89	397	0.00794	0.83968
90	2	4e-05	0.83174
91	776	0.01552	0.8317
92	14	0.00028	0.81618
93	697	0.01394	0.8159
94	179	0.00358	0.80196
96	25	0.0005	0.79838
97	467	0.00934	0.79788
98	85	0.0017	0.78854
99	1549	0.03098	0.78684
100	210	0.0042	0.75586
101	20	0.0004	0.75166
102	105	0.0021	0.75126
103	330	0.0066	0.74916
104	1102	0.02204	0.74256
105	200	0.004	0.72052
106	77	0.00154	0.71652
107	1079	0.02158	0.71498
108	10	0.0002	0.6934
109	219	0.00438	0.6932
110	23	0.00046	0.68882
111	43	0.00086	0.68836
112	317	0.00634	0.6875
113	231	0.00462	0.68116
114	1456	0.02912	0.67654
115	10	0.0002	0.64742
117	41	0.00082	0.64722
118	1120	0.0224	0.6464
119	146	0.00292	0.624
120	657	0.01314	0.62108
122	26	0.00052	0.60794
126	423	0.00846	0.60742
127	395	0.0079	0.59896
128	168	0.00336	0.59106
130	30	0.0006	0.5877
134	1	2e-05	0.5871
135	396	0.00792	0.58708
136	1395	0.0279	0.57916
139	12	0.00024	0.55126
140	203	0.00406	0.55102
141	1	2e-05	0.54696
143	693	0.01386	0.54694
144	14	0.00028	0.53308
147	658	0.01316	0.5328
148	694	0.01388	0.51964
149	1820	0.0364	0.50576
150	695	0.0139	0.46936
151	99	0.00198	0.45546
