#This is a comment, does gnuplot ignore it?
8	1	1e-06	1
9	3	3e-06	0.999999
10	4	4e-06	0.999996
11	11	1.1e-05	0.999992
12	22	2.2e-05	0.999981
13	31	3.1e-05	0.999959
14	51	5.1e-05	0.999928
15	69	6.9e-05	0.999877
16	117	0.000117	0.999808
17	189	0.000189	0.999691
18	273	0.000273	0.999502
19	384	0.000384	0.999229
20	475	0.000475	0.998845
21	726	0.000726	0.99837
22	932	0.000932	0.997644
23	1158	0.001158	0.996712
24	1561	0.001561	0.995554
25	1889	0.001889	0.993993
26	2350	0.00235	0.992104
27	2761	0.002761	0.989754
28	3334	0.003334	0.986993
29	3927	0.003927	0.983659
30	4550	0.00455	0.979732
31	5054	0.005054	0.975182
32	5852	0.005852	0.970128
33	6553	0.006553	0.964276
34	7226	0.007226	0.957723
35	7907	0.007907	0.950497
36	8509	0.008509	0.94259
37	9333	0.009333	0.934081
38	10053	0.010053	0.924748
39	10747	0.010747	0.914695
40	11325	0.011325	0.903948
41	11923	0.011923	0.892623
42	12481	0.012481	0.8807
43	13218	0.013218	0.868219
44	13390	0.01339	0.855001
45	13945	0.013945	0.841611
46	14289	0.014289	0.827666
47	14591	0.014591	0.813377
48	14838	0.014838	0.798786
49	15209	0.015209	0.783948
50	15541	0.015541	0.768739
51	15691	0.015691	0.753198
52	16028	0.016028	0.737507
53	16094	0.016094	0.721479
54	15840	0.01584	0.705385
55	15676	0.015676	0.689545
56	15943	0.015943	0.673869
57	15804	0.015804	0.657926
58	15616	0.015616	0.642122
59	15890	0.01589	0.626506
60	15264	0.015264	0.610616
61	15455	0.015455	0.595352
62	15307	0.015307	0.579897
63	15139	0.015139	0.56459
64	14785	0.014785	0.549451
65	14637	0.014637	0.534666
66	14329	0.014329	0.520029
67	14349	0.014349	0.5057
68	13906	0.013906	0.491351
69	13724	0.013724	0.477445
70	13256	0.013256	0.463721
71	12968	0.012968	0.450465
72	12853	0.012853	0.437497
73	12588	0.012588	0.424644
74	12316	0.012316	0.412056
75	12071	0.012071	0.39974
76	11584	0.011584	0.387669
77	11513	0.011513	0.376085
78	11088	0.011088	0.364572
79	11018	0.011018	0.353484
80	10600	0.0106	0.342466
81	10207	0.010207	0.331866
82	9751	0.009751	0.321659
83	9749	0.009749	0.311908
84	9672	0.009672	0.302159
85	9242	0.009242	0.292487
86	8969	0.008969	0.283245
87	8770	0.00877	0.274276
88	8417	0.008417	0.265506
89	8369	0.008369	0.257089
90	7988	0.007988	0.24872
91	7703	0.007703	0.240732
92	7515	0.007515	0.233029
93	7481	0.007481	0.225514
94	7034	0.007034	0.218033
95	7001	0.007001	0.210999
96	6720	0.00672	0.203998
97	6543	0.006543	0.197278
98	6334	0.006334	0.190735
99	6013	0.006013	0.184401
100	5975	0.005975	0.178388
101	5737	0.005737	0.172413
102	5635	0.005635	0.166676
103	5467	0.005467	0.161041
104	5184	0.005184	0.155574
105	5116	0.005116	0.15039
106	4817	0.004817	0.145274
107	4714	0.004714	0.140457
108	4600	0.0046	0.135743
109	4515	0.004515	0.131143
110	4198	0.004198	0.126628
111	4135	0.004135	0.12243
112	4079	0.004079	0.118295
113	3823	0.003823	0.114216
114	3850	0.00385	0.110393
115	3639	0.003639	0.106543
116	3505	0.003505	0.102904
117	3374	0.003374	0.099399
118	3182	0.003182	0.096025
119	3117	0.003117	0.092843
120	3085	0.003085	0.089726
121	2849	0.002849	0.086641
122	2866	0.002866	0.083792
123	2793	0.002793	0.080926
124	2643	0.002643	0.078133
125	2554	0.002554	0.07549
126	2434	0.002434	0.072936
127	2468	0.002468	0.070502
128	2311	0.002311	0.068034
129	2281	0.002281	0.065723
130	2166	0.002166	0.063442
131	2144	0.002144	0.061276
132	2026	0.002026	0.059132
133	1923	0.001923	0.057106
134	1969	0.001969	0.055183
135	1819	0.001819	0.053214
136	1677	0.001677	0.051395
137	1721	0.001721	0.049718
138	1645	0.001645	0.047997
139	1641	0.001641	0.046352
140	1577	0.001577	0.044711
141	1507	0.001507	0.043134
142	1406	0.001406	0.041627
143	1355	0.001355	0.040221
144	1310	0.00131	0.038866
