#This is a comment
520	17	1.7e-05	1
13	1	1e-06	0.999983
15	1	1e-06	0.999982
17	6	6e-06	0.999981
18	10	1e-05	0.999975
19	5	5e-06	0.999965
20	29	2.9e-05	0.99996
21	17	1.7e-05	0.999931
22	3	3e-06	0.999914
23	19	1.9e-05	0.999911
24	161	0.000161	0.999892
25	30	3e-05	0.999731
26	20	2e-05	0.999701
27	119	0.000119	0.999681
28	196	0.000196	0.999562
29	61	6.1e-05	0.999366
30	99	9.9e-05	0.999305
31	120	0.00012	0.999206
32	404	0.000404	0.999086
33	110	0.00011	0.998682
34	339	0.000339	0.998572
35	92	9.2e-05	0.998233
36	731	0.000731	0.998141
37	279	0.000279	0.99741
38	163	0.000163	0.997131
39	266	0.000266	0.996968
40	59	5.9e-05	0.996702
41	860	0.00086	0.996643
42	898	0.000898	0.995783
43	129	0.000129	0.994885
44	1015	0.001015	0.994756
45	1894	0.001894	0.993741
46	513	0.000513	0.991847
47	96	9.6e-05	0.991334
48	809	0.000809	0.991238
49	878	0.000878	0.990429
50	142	0.000142	0.989551
51	649	0.000649	0.989409
52	1976	0.001976	0.98876
53	1918	0.001918	0.986784
54	828	0.000828	0.984866
55	5493	0.005493	0.984038
56	4416	0.004416	0.978545
57	1130	0.00113	0.974129
58	1495	0.001495	0.972999
59	4760	0.00476	0.971504
60	44	4.4e-05	0.966744
61	4108	0.004108	0.9667
62	950	0.00095	0.962592
63	6736	0.006736	0.961642
64	1782	0.001782	0.954906
65	3683	0.003683	0.953124
66	3651	0.003651	0.949441
67	20575	0.020575	0.94579
68	10785	0.010785	0.925215
69	4255	0.004255	0.91443
70	2630	0.00263	0.910175
71	191	0.000191	0.907545
72	4924	0.004924	0.907354
73	5052	0.005052	0.90243
74	8602	0.008602	0.897378
75	51	5.1e-05	0.888776
76	64	6.4e-05	0.888725
77	1420	0.00142	0.888661
78	5017	0.005017	0.887241
79	27	2.7e-05	0.882224
80	11693	0.011693	0.882197
81	631	0.000631	0.870504
82	191	0.000191	0.869873
83	744	0.000744	0.869682
84	419	0.000419	0.868938
85	101	0.000101	0.868519
86	15290	0.01529	0.868418
87	6228	0.006228	0.853128
88	7681	0.007681	0.8469
89	7803	0.007803	0.839219
90	81	8.1e-05	0.831416
91	14634	0.014634	0.831335
92	505	0.000505	0.816701
93	14781	0.014781	0.816196
94	3127	0.003127	0.801415
95	59	5.9e-05	0.798288
96	466	0.000466	0.798229
97	9033	0.009033	0.797763
98	1795	0.001795	0.78873
99	30844	0.030844	0.786935
100	4099	0.004099	0.756091
101	358	0.000358	0.751992
102	2128	0.002128	0.751634
103	6038	0.006038	0.749506
104	20466	0.020466	0.743468
105	3932	0.003932	0.723002
106	1808	0.001808	0.71907
107	21042	0.021042	0.717262
108	119	0.000119	0.69622
109	4356	0.004356	0.696101
110	404	0.000404	0.691745
111	725	0.000725	0.691341
112	6134	0.006134	0.690616
113	4162	0.004162	0.684482
114	29488	0.029488	0.68032
115	254	0.000254	0.650832
116	7	7e-06	0.650578
117	877	0.000877	0.650571
118	21447	0.021447	0.649694
119	2623	0.002623	0.628247
120	13068	0.013068	0.625624
121	5	5e-06	0.612556
122	526	0.000526	0.612551
123	5	5e-06	0.612025
125	1	1e-06	0.61202
126	7558	0.007558	0.612019
127	8071	0.008071	0.604461
128	3329	0.003329	0.59639
129	3	3e-06	0.593061
130	442	0.000442	0.593058
132	1	1e-06	0.592616
133	1	1e-06	0.592615
134	50	5e-05	0.592614
135	8523	0.008523	0.592564
136	27400	0.0274	0.584041
139	178	0.000178	0.556641
140	4541	0.004541	0.556463
141	10	1e-05	0.551922
143	13976	0.013976	0.551912
144	250	0.00025	0.537936
145	4	4e-06	0.537686
147	13081	0.013081	0.537682
148	12953	0.012953	0.524601
149	35617	0.035617	0.511648
150	14497	0.014497	0.476031
151	1819	0.001819	0.461534
153	20383	0.020383	0.459715
154	13460	0.01346	0.439332
155	2421	0.002421	0.425872
156	27300	0.0273	0.423451
157	1	1e-06	0.396151
158	12612	0.012612	0.39615
160	12522	0.012522	0.383538
162	7409	0.007409	0.371016
163	15680	0.01568	0.363607
164	2606	0.002606	0.347927
165	1215	0.001215	0.345321
166	14128	0.014128	0.344106
167	6393	0.006393	0.329978
168	8185	0.008185	0.323585
169	7719	0.007719	0.3154
170	22437	0.022437	0.307681
171	3629	0.003629	0.285244
173	3107	0.003107	0.281615
174	4383	0.004383	0.278508
175	2912	0.002912	0.274125
177	12211	0.012211	0.271213
178	5422	0.005422	0.259002
179	324	0.000324	0.25358
180	14383	0.014383	0.253256
181	5220	0.00522	0.238873
182	540	0.00054	0.233653
184	1855	0.001855	0.233113
185	833	0.000833	0.231258
186	273	0.000273	0.230425
187	2140	0.00214	0.230152
188	12642	0.012642	0.228012
189	4823	0.004823	0.21537
191	217	0.000217	0.210547
192	1183	0.001183	0.21033
193	23797	0.023797	0.209147
194	8640	0.00864	0.18535
197	12539	0.012539	0.17671
198	3998	0.003998	0.164171
199	703	0.000703	0.160173
200	98	9.8e-05	0.15947
201	23347	0.023347	0.159372
202	9825	0.009825	0.136025
204	2449	0.002449	0.1262
205	12678	0.012678	0.123751
206	646	0.000646	0.111073
208	2272	0.002272	0.110427
209	86	8.6e-05	0.108155
210	3414	0.003414	0.108069
212	298	0.000298	0.104655
213	3378	0.003378	0.104357
214	8857	0.008857	0.100979
217	1069	0.001069	0.092122
220	561	0.000561	0.091053
221	5072	0.005072	0.090492
222	7436	0.007436	0.08542
223	2504	0.002504	0.077984
224	25	2.5e-05	0.07548
225	669	0.000669	0.075455
226	160	0.00016	0.074786
227	1338	0.001338	0.074626
228	614	0.000614	0.073288
229	4085	0.004085	0.072674
230	10	1e-05	0.068589
231	593	0.000593	0.068579
233	2517	0.002517	0.067986
234	245	0.000245	0.065469
237	1401	0.001401	0.065224
240	578	0.000578	0.063823
241	60	6e-05	0.063245
242	747	0.000747	0.063185
244	1708	0.001708	0.062438
8	1	1e-06	0.06073
250	689	0.000689	0.060729
251	743	0.000743	0.06004
252	112	0.000112	0.059297
253	25	2.5e-05	0.059185
255	2646	0.002646	0.05916
256	89	8.9e-05	0.056514
257	1956	0.001956	0.056425
